,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,167588.284713784,1629.80124210121,98.3995100764211,30.9274614880075,32.6808748667413,20.7039895133332,20.0108418028261,21.0228416925934,19.2666709313571,23.2500764822179,27.612015333309,20.6352898815862,23.0075217146037,19.9861454635773,19.7850514417715,23.420239826201,22.7737611947251,23.7104944615931,24.7676166268844,19.5192225236829,20.5410707219824,21.0115293939631,18.3316192071765,23.6134296305273,18.1480711608218,24.2119141741964,24.3159947474199,29.4060610433004,26.0435699434819,19.6396766763973,20.527369158356,18.8481173308128,21.0776186190309,27.5226076515889,21.025098696378,27.907485572211,21.9996969159206,22.9322036030852,23.5803226573825,24.21636335774,19.4702758906735,21.6645398141794,22.5548839513697,23.9407396729984,20.131017095435,26.8105766566434,24.464928333648,18.2047713642173,25.1522692224103,19.3409968789693,26.0641987714638,18.8794985844938,25.4009083836631,20.3944697886047,22.5891667770145,19.6704925383107,26.0647859319044,24.5373683656561,18.4590851109998,32.1554335399198,21.5248377512065,24.6572172533146
1,1603.21069909894,165314.174151799,199.14354345733,25.3967027648792,27.6262557469038,24.5729366916001,22.6477306783324,22.8668663939226,22.67060366692,20.0749565097323,18.3837689770133,22.6353531850081,22.9241070765571,19.2473021619125,28.4250508759235,19.3799405309859,18.2391175835731,20.8483926493243,26.1480271628386,23.4441684816082,26.728147687309,23.2774713077968,23.8806156205416,26.8566294091983,23.2772521236412,25.0256859292386,28.6039728527757,25.8932096994488,24.9751750618406,23.3749497148921,23.9959776988608,19.4114721421562,24.9506120475689,19.515556090931,19.4888256149116,22.4512651143324,25.4829210873722,23.9474782093528,21.2106478318908,20.9174130134875,21.7474329586682,20.1510335769332,18.8808829538639,26.4166520225736,23.2141110134719,24.2326240199356,18.733285141755,24.7087481448369,21.6973447971117,21.6105122533014,21.8899058871313,23.3310579893294,23.6997980010637,24.9388703920545,18.3204001608072,24.6292034409834,19.8587803191351,25.6292720006784,21.6030700216259,37.4485900170695,25.6620485019289,24.1872229343144
2,98.4125303807167,199.133574115772,174647.119457328,25.7000985804745,22.5698118373781,18.8744189512234,24.6751096399295,23.2934471145725,21.3796155047915,25.2506203647481,17.8487317446874,21.3213983656496,20.4099095891466,19.1886147785301,20.7911748627252,22.3114808169086,18.1550996153213,22.8514584700821,29.2678400926611,25.848952531808,24.6845511453744,25.8241664234471,19.9985343425107,27.2457266608079,19.7102938913889,22.4331057267188,20.3879706931973,29.2655560007687,22.5441381327433,20.1368151944777,25.668568077467,18.8080747032674,22.3091581297857,21.7726107628954,23.9783928590918,23.2921336272955,17.5309690681161,21.7662512473699,22.1249254083862,22.9931860730387,18.1633560977989,18.2514126808157,24.0552333510769,21.9655364860778,22.2934611620627,23.0525809348878,21.479567404989,22.8925748251353,22.5942027884029,21.065687535071,25.3557515044397,20.1319459558439,23.4900211984414,22.2032051511084,18.8622676223946,23.2500884403477,21.0318168633962,19.4287329327096,22.6822353038206,28.9132744097638,24.5020364098851,22.8365446823972
3,30.9274491592563,25.3970643891259,25.6998210600298,227291.150813426,1780.63593582191,20.3028460806232,22.3614376945396,21.2244693561706,25.3668324482904,27.2427342055381,19.2936779768405,24.7572958656805,23.4443923291833,18.6507956336965,28.972864673101,21.5508802367573,20.1206175434168,19.3463503811346,24.092718693684,30.6835245012034,22.4971430133705,24.5110280142662,19.4987996126483,20.2466470657281,28.9167216909438,28.51589919739,23.192910386422,24.1826355897266,20.9819854158025,19.3208319374912,22.7625983904454,19.0224054805292,20.9611689944314,22.8713159385256,21.4968068108512,21.2076453822317,22.3778319052041,24.7280778180255,19.4389747211679,22.8345487552905,21.2163682876216,24.0040702899257,22.7740425285014,26.3883552669729,21.6832660865451,26.4694439644117,23.1712856036944,19.654474046667,24.9145065420587,28.314758842142,21.2661745560317,24.3675317380218,18.7615054355399,28.8771953340311,23.7534919442998,24.1319286619163,23.6359663803208,25.2997411453929,24.1034675036419,33.3768588749466,24.022296841003,23.685149200225
4,32.6810296252113,27.6285159480342,22.5697137776823,1788.00781257164,230567.689163289,22.1730543255574,20.645288433089,30.8463323918364,21.8903531343378,23.4120213197733,20.5421851810714,20.5651202560235,27.6541747543709,19.9852580468785,17.9372675917742,21.7271531820287,24.1076868272,22.2651507715434,22.0777317078169,21.2981817441376,21.6165632267891,22.891393789679,27.5961928248015,23.0517075155195,16.6992585562369,21.5975222528496,24.7696597974046,21.897908764358,23.868484884202,23.0707743704489,18.316265146277,22.3470043042628,21.690008848495,24.4532156771715,21.6878543024725,27.1701464964001,19.5149080849924,26.1906663218666,20.9690306214438,19.691524954648,20.4071377211434,21.6022742138879,21.7043385061839,26.0944810582489,21.0981471861065,19.5780547652164,22.5832707592274,25.2824173794644,18.5753255761664,30.19539440641,20.9738312540693,20.109725177241,21.538352381209,25.8101710178559,22.6680267865657,20.6793372449099,18.4086048558415,25.6566036487464,21.8495931556826,43.3842054450638,25.8864333864689,21.2585500483969
5,20.7043974967251,24.5730760036013,18.8745635648016,20.3020323135101,22.1738899599093,104501.265934408,19.4427165992873,28.5228265760606,31.1292875394585,22.2757928151135,22.7217192386061,20.1651800097428,19.2985907942228,18.6357504428562,20.3843541245534,20.869354558694,20.1451360881702,30.5743528851833,35.2272477936987,31.6673087838298,25.6902453934876,19.1488936475035,17.1171021052773,19.1060417226553,19.6491250789174,24.1362173430036,22.5929727933375,21.8043829953773,23.1834454915052,29.5773782312855,26.1346222176176,29.7619143725977,32.7147001682144,23.5517601979597,23.15436437746,26.7663901022619,19.7690371653886,21.0441192588356,30.8968741694014,19.1194566170386,20.6853600072525,22.2010087909445,20.8000263977213,18.8075929249712,19.2121480316823,21.6949501217036,18.7904445015778,23.5272154251343,26.2263600229759,21.9062936194545,19.4094171953947,17.5202655698018,26.0919429060146,22.9286092271889,19.6592733165065,22.2907284456599,20.6501469276661,17.8379300468783,20.7188598493875,24.3868085413681,23.0922958911609,19.790459459779
6,20.0106054964433,22.6494129570786,24.6755091327623,22.3615085677775,20.6454241661831,19.4436114629882,191161.941106715,21.1252076813487,20.8982699315709,20.8612217341609,24.3376161694306,21.0076711940074,23.7669887108784,23.174280430584,20.7404930519838,18.2047887733021,21.6878831222707,19.6594277631085,24.3335165516349,19.2959381373253,19.5308721384494,21.7627408843907,18.5673327022219,19.954660118061,18.2877396523779,25.4445042157882,23.4096992015898,18.6829636463674,21.9525453738537,25.2462066058674,20.0075824083942,18.0814676197444,21.9894573757753,19.4764537953464,21.2545102086009,23.0928146368968,19.2504619602899,19.2725929127152,22.6803564243211,18.4951250835233,19.9058036236652,20.3603511141478,21.797134164934,21.5862374061704,18.5668982815596,33.3891264917386,18.7192688563051,22.7874757993569,23.9932066743506,19.1836234866845,18.4220492151792,19.7576159079697,20.5547775027214,21.7967929622746,21.0457202015499,18.8216087756943,23.0735214882241,22.0806858553828,21.7120482282809,27.6548880099601,21.8774790553857,21.6630517041091
7,21.0233125427062,22.8667792517737,23.2926804396423,21.2237298609508,30.8462727960527,28.5218807884877,21.1248500422064,191951.808874401,44.9963121065155,20.3800913092365,20.1198200278632,25.2308209426878,19.1460571461459,17.7697946475363,26.6747050016498,24.4753500797402,24.2656945822916,29.9180277903842,30.0837929265944,31.3201042910992,31.4503869042546,22.500702665722,25.0904577207308,20.8542706830521,21.473278269798,26.6000440822283,21.1722932609045,20.5860440140349,21.0721651499314,28.5217260505846,22.6497084699625,33.4527583900881,25.3685727268938,26.1017319795243,23.0834270335795,29.4172378500516,27.663159667817,23.5715819831348,20.3790561170484,21.1449486903305,23.2121045359012,23.7757800943502,25.988771126805,36.3125404932099,22.0095300070439,18.8930117858687,21.6731580017529,17.8453468042596,18.8801216109581,21.5481730914469,19.8182699307678,23.5521102764878,22.8903546907975,26.130352836493,19.2730110022443,19.3894786767692,19.8256386540078,20.8179067070667,22.9093063334537,25.0621818741148,21.7512779772001,24.1127398011388
8,19.2671056695779,22.6706086639089,21.3796804628628,25.3674655985572,21.8896612005617,31.1283326328429,20.898496598563,44.9947801659948,185732.622504072,21.6827896747707,20.3067505660653,23.6199350261231,21.5777392666234,22.2225126422844,21.8315713100629,19.6989797419611,20.7077222862029,30.2014407685831,32.7507559343327,29.5258105735199,27.0875602529149,26.6024743221612,24.3324331826752,23.4580659896207,23.2438863123891,38.5047832528336,22.8931817416979,25.1367365726965,22.142465672954,27.6844599943293,23.6198262366296,27.7915871960482,32.6965841404507,24.3648025187027,21.2280753510603,22.5531899900833,26.260545037125,18.7858931286909,23.4069603382937,19.6356558533086,24.0542959496619,20.1937044342536,24.4254452698223,28.075518363989,23.0742171094389,22.8030198550034,22.3559229241225,23.6117949806461,23.5976547535555,31.0112961747468,29.9614168235156,22.0469443213794,20.5270777125364,26.3053827405058,18.4243769286577,22.8440951336205,19.9120737936849,20.7404677532897,21.1724728169366,26.3576514296508,18.836321108792,24.5234656540216
9,23.2496888830366,20.0747232054359,25.2514372468184,27.2422027592681,23.4119974296265,22.2759133598077,20.8604619309118,20.3815227618108,21.6826608896247,180861.579924236,22.5655085251272,22.9039566262995,23.2365071381299,23.8523908823656,18.9152086679989,18.3776800721075,32.8011000969723,19.7159416123096,21.9072845038684,28.6652758814495,21.7507580141857,24.8587976193585,21.0336469461708,26.5769898199112,24.2797109295843,28.2888813205412,18.3684533090122,22.9230598337858,19.7967377072995,19.8793414756358,22.6981293402075,28.8820136288677,21.8825228825681,23.733467659692,21.3070178398284,20.2948593104061,18.9871328598167,21.216462557716,19.3757436338478,23.251211742369,23.3553787385435,25.6119218432891,30.9903856783503,23.5670737205882,24.1552978715171,28.8270894423433,22.1588757750284,20.5715131869503,20.2494046710558,26.6676218417707,22.3840215908512,21.1132924102214,24.1733120461409,21.0922153396817,24.3131903388265,20.0748075256041,27.0043746517576,22.7538717036421,22.3627075673106,23.0114445089629,21.6572943566883,19.9442269187263
10,27.6124767397061,18.3839502694378,17.8503472743461,19.2942304224709,20.5428229160992,22.7222235134115,24.3375044894315,20.1205575196003,20.3059451391152,22.5658020044179,221741.057860012,20.6363768941292,17.6206396344904,24.7094749822998,20.5663307712331,23.9784066043506,17.3200867072294,22.3151812715488,19.4286361350506,19.1702963001346,19.0411503494449,18.6723079393597,18.6252549786877,23.1077642662975,21.2838784603419,21.0279675894156,25.9727845371373,19.6972191431609,19.3798910280444,19.7398040998985,22.1859877074188,19.0594679350161,22.7066467107579,21.6329672068613,21.3893314492151,19.3302929337176,23.3725689105755,20.0356428310498,21.5578341292231,24.4355067746076,21.6211226677902,19.7838938250816,21.9675250940905,22.8234797805143,18.7395671677369,22.430711638532,22.722076918736,17.6905784734964,20.1073778410171,19.0469732832379,24.6118698518185,20.3266019885546,20.6867371528305,20.7434087828627,18.2109567394309,20.9322079872537,23.0007037016736,20.7772150208656,19.1974652073217,24.8945958166492,21.5856001770787,18.5208050657189
11,20.6359103629196,22.635551924239,21.3204818966214,24.7571182552802,20.5639726389908,20.1659976802784,21.0080194745123,25.2314608015429,23.6193360401157,22.9041811886975,20.6370353372185,188310.776103907,21.7635272011414,18.4158930918134,19.6445624004319,19.2473238018335,23.2491835179069,20.6594224764547,17.5741005954352,21.417299235465,21.8373667049881,23.3417099330021,21.1676795887774,23.4412026686578,19.6088973062358,29.6513815691204,22.865983109798,25.1037943226714,19.149139856569,21.6510179468378,19.191817568307,20.4519635667694,21.3286904477405,21.3105153226603,21.181071732316,20.4956866433708,21.3492739547187,21.7228999423197,18.8149684710065,20.0791007350831,19.4136142925817,20.0075406724235,20.3064298176074,26.6069627170156,25.6118114313856,25.4750902514053,23.4680589046674,22.0282185374319,20.164679693265,25.6276105623147,27.9846306984844,22.1311140981478,18.0445159178603,23.1339522308288,23.4231582489671,24.8560486252396,29.3376672042836,21.8784059605925,20.6434445250622,22.3903934195386,23.6741392950028,24.9308872329024
12,23.0076038022309,22.9235073129298,20.4087727016226,23.4444736433789,27.6548402683447,19.2986783745812,23.7669330593377,19.146101625351,21.5787987586715,23.2367462976516,17.621469824528,21.7636927737416,233200.368497093,21.7610537355656,21.6833356404677,24.7928057527941,19.8236090038552,18.2101311353121,22.2925733145344,29.8262794785575,20.3575992009183,23.4095963702263,20.9984273200642,23.0422505765016,19.8944903717259,28.9534015543489,21.6236016951388,22.7192427207992,19.6480421364492,27.7701643020362,18.7018292551824,20.2168802612118,19.9272583002086,25.9034851223122,20.0396898965135,21.9543168962024,17.3755401417519,22.6097482857859,19.8752041300087,22.3798362109532,21.5539953473273,19.4497985453692,19.838876044013,26.0435671825785,22.9015798607295,23.5302091917589,21.1500050544957,19.2479332312131,19.5548193335208,22.6789122015352,24.3061955660437,20.0169340998083,21.7935834964173,23.4782585450556,22.8026025680036,23.7979065624164,18.9169131975219,20.0597336682834,21.9749131529631,19.3679791274825,19.7264224556948,20.9910790127994
13,19.9863214916484,19.247471315554,19.1884843166642,18.6512232103119,19.9855680383473,18.6360916030134,23.1746916081483,17.7692581068332,22.2234824228151,23.8533154724476,24.7130429043924,18.4157477810971,21.7604536859454,253455.187190945,35.015375487898,20.7415301947653,18.1542603759514,21.9964015428427,20.4947652365509,20.6194518366536,18.5634423975098,21.6451158677866,19.3747979473822,22.9157336583214,26.2294107266805,23.5800834380328,21.8448736132033,19.1209893921779,19.6213917723164,22.4776511859339,18.2959433571721,17.5726727571708,23.6481966764805,26.9743481820386,20.6280269445537,19.9362297973618,17.8592937279062,20.4589479627365,22.1373211158942,24.9723411607267,19.9860878011186,20.1407484841958,19.0237604490132,20.6501876691032,16.9863420112462,18.0234141806983,21.7951162790376,16.895809681776,24.3478034869829,20.3464182048612,20.6743708079025,20.0962248998631,24.0024663461926,22.0364858899446,22.3813636367202,19.0840409648254,19.5185413634545,25.5120251632483,20.6031079640092,21.8273655747007,22.6081552637032,21.6826383361641
14,19.7848800264842,28.4249909169309,20.7915025835631,28.9730343046272,17.9365262988279,20.3849063239998,20.7403929216568,26.6755643292877,21.8325425016604,18.9154837928432,20.5659283860722,19.6448078170143,21.6834345256623,35.016231560564,257411.6855976,22.936207959797,25.7551481301039,23.7389999674919,18.9891249108339,22.992696509145,33.4852092383959,18.0907475209987,23.5534364373798,20.125463466627,21.3803157528545,19.8799613916337,25.0091173123612,20.7137644714277,23.5545573844423,21.0922053777008,17.9442105940094,23.577204187286,18.4174018809652,20.1614703589048,19.8820984725334,30.4200568560186,19.1488207899999,20.3766866364056,22.3683448204859,20.6909311239333,19.4692293944,19.75591934332,21.8502523845047,19.0720296357802,20.102737079616,25.7240594537887,19.660028111261,25.7685401661818,18.9831105157254,18.2836693186554,23.1776716550968,17.2513933727745,21.3253109986946,20.7859105264107,19.7456397376992,19.9266823484081,19.1048619272319,23.4421315739859,18.3602036252625,20.3968324303736,19.593426187377,16.4309914468892
15,23.4186955695725,19.379760522776,22.3117482611595,21.550821206841,21.7274729269744,20.8698523399305,18.2044239768545,24.4751461609726,19.6986476715086,18.3779461975711,23.9787365563736,19.2474695885159,24.7922872948765,20.7413136860309,22.9361803370214,164412.949094503,259.82877587232,19.3955618803824,26.2545742859787,21.3071422659166,19.6707871656134,21.7991570164527,22.4918550992447,25.2747055780736,25.7159406814846,23.9653875906805,21.7860455855261,21.5803430297902,16.9981414513261,22.2220858714606,24.1228272847996,23.9548675396493,31.1891874711504,23.5737063193444,20.3248221970895,19.668648332773,20.4817759343705,18.7300743673936,21.6727914931461,18.5065636873738,21.3596817371863,19.8352721388579,21.7137530114974,19.7990539885609,20.0257392884402,20.6678449123518,22.6355092014542,20.4134963893052,18.3675458118787,24.4994699718575,18.6598448973178,22.286557459245,18.2730683673912,21.5271411285864,23.3915453543735,20.1545463447494,20.8698128576668,20.4687914440156,23.9775888399954,20.1634736561078,21.80209107983,26.5968416041495
16,22.7732558177794,18.239460912946,18.1560268385803,20.1198183516984,24.1067923422498,20.1456725929776,21.6871424997647,24.2660903998403,20.7072833281831,32.8013764744653,17.3197018176016,23.249114949317,19.8243565590354,18.1540553885508,25.7551026994712,259.772133566617,168349.222071407,20.4061563951488,30.1182593407394,21.9965832691419,21.9527724835909,19.9543897254726,21.4178453985727,21.7652447417608,23.2773296819537,24.1190564017079,19.2919043781372,21.6647751322589,20.7673728788387,20.7948905215298,20.8420905911023,21.6006122501962,24.2867574365273,17.8640316269231,20.536611727801,21.0902388423073,18.117967842183,19.3261950798931,29.5171934885994,23.7533294072364,24.1859913401792,19.6908179046116,20.6926645105631,20.8766561478622,24.7940540834032,24.7882889960694,23.8577636913292,18.3629610480187,22.0708225210679,24.191852775101,22.7360537184035,20.1348284632879,19.4689699681182,23.0674167244813,21.4126526484936,26.5276483401193,20.8620218855815,18.8242336111483,27.2365592690518,19.2225949052859,21.8647473175027,20.9499907777098
17,23.7105088929844,20.8487131006366,22.8517958853472,19.3463422399724,22.2655663420132,30.5749876738242,19.6590295318414,29.9181953014543,30.2015973175449,19.7163427059677,22.3149842516885,20.6598382477872,18.2107173159242,21.9960297779905,23.7388048957729,19.3953812379338,20.4062634027368,229500.777090392,24.6144097923314,23.8854353815829,23.7382482028515,25.874317144347,24.0554334807477,20.8340168823101,35.6931821823365,26.7127780675958,21.1706717413413,23.5374789291023,21.6779055244649,36.1059969119331,20.780910311604,37.0271650369464,25.5500668924369,24.3030433566814,19.9881827274299,21.5342398492515,23.8355447479316,20.5139765383827,20.5143859335637,20.8227847421854,26.1947987784848,19.6301704125936,21.6238801458652,28.4016596341955,18.571029814933,22.1745258732666,21.4959611359467,23.9659254816811,21.6093136700771,21.2671540054002,24.9349414265213,19.3478635178552,20.6502055044164,20.5578285917286,22.1673791764268,19.4492874876199,18.6522830956358,22.5824207531114,19.7594936287028,28.7977568670929,25.8711512425304,23.8238516681875
18,24.7673386870517,26.1475770713847,29.2669989200167,24.0929243172097,22.077626420484,35.2266991142299,24.3327375846925,30.0814478312591,32.748908154427,21.9065042720352,19.428241520697,17.574769372099,22.2930327350304,20.4948629135914,18.9894671252706,26.2543266645774,30.1190150437099,24.6152119602922,219682.045842208,28.2576142092027,23.1634863587746,23.8170303148909,22.8711376851086,22.8779172548956,26.9739867130825,25.1418600692701,20.7166591269628,21.7308001870588,20.2039429317028,25.345609160692,22.4127749316945,28.6817712846571,30.4339829483539,19.4215744244477,22.2420566401592,25.3513855410748,21.9149054500044,21.9429130163975,21.4439596593595,21.5052757803656,20.4340360389745,25.5296667178061,26.9335167720789,22.9938241038052,22.0628406383377,27.6768347181484,25.030507005234,20.471593269366,23.0608247625294,24.6781613847382,21.7977720349546,20.6572281500202,20.8345421867124,26.7233973021211,21.3741042781308,20.4325235284557,23.8325103489257,20.1977376840669,21.9513009780045,25.4868363795082,26.4340221154864,23.034512712579
19,19.5197149404842,23.4449134572579,25.848710936369,30.6822435913715,21.2977879053896,31.6669126504015,19.2955298766704,31.3210108028316,29.5249445172716,28.6647563165613,19.1702072410668,21.4169969650635,29.8260917920039,20.619677100254,22.9931673618504,21.3065536162883,21.9970109305143,23.8849918281816,28.2580848972487,179245.638078724,24.1842737840323,22.5324993267811,26.7839394687916,20.796324855546,25.4703180154017,25.2182352777958,21.2037132713586,21.8766086498298,21.241534305502,26.469449152635,25.4146023543666,35.0477055369566,31.3128852546924,20.9396961534243,18.4149488938748,26.375878706125,21.0303774393751,18.4624815061443,21.0429432156208,20.0211415301774,21.8167196480876,18.6393066552653,20.3121629766906,24.2485149580644,25.9444033604199,19.8942138666093,22.9200600746992,18.688703763925,18.0698215935723,23.1951881981073,21.9234925552276,23.9290976385111,22.5848118903774,19.5716853288199,21.3060630771012,22.0453712102754,36.6667596278878,25.8164928431297,21.9741779355483,21.6678520656907,22.700219702463,24.2665878863222
